origin_policy,heldout_protocol,boundary,metric,pk_ssm_minus_tcn_bpm,ci_low_bpm,ci_high_bpm,wilcoxon_p,participants,pk_ssm_better_fraction,tcn_better_fraction,ties_fraction
tagged_events,AEROBIC,source_user,mae_30s_bpm,0.1518072269293903,-0.3456359256093958,0.6797472445359616,0.7206862810999155,31,0.5483870967741935,0.45161290322580644,0.0
tagged_events,AEROBIC,source_user,mae_60s_bpm,-0.5644046648300128,-1.4602517813930387,0.28369882003405156,0.43272085953503847,31,0.5161290322580645,0.4838709677419355,0.0
tagged_events,AEROBIC,source_user,trajectory_mae_bpm,-0.46476911135889837,-1.0990310047757244,0.13324327271278116,0.2240869216620922,31,0.5483870967741935,0.45161290322580644,0.0
tagged_events,ANAEROBIC,joint_user_activity,mae_120s_bpm,-1.0733809069222544,-2.433628318937353,0.10270045481867732,0.1953968871384859,31,0.6451612903225806,0.3548387096774194,0.0
tagged_events,ANAEROBIC,joint_user_activity,mae_30s_bpm,0.05338115007968404,-0.3768371058922491,0.43938008078086854,0.5682233804836869,31,0.4838709677419355,0.5161290322580645,0.0
tagged_events,ANAEROBIC,joint_user_activity,mae_60s_bpm,-0.41526055672534623,-1.185087563424283,0.32440962156778674,0.3271495960652828,31,0.6129032258064516,0.3870967741935484,0.0
tagged_events,ANAEROBIC,joint_user_activity,trajectory_mae_bpm,-0.46885198238507114,-1.186586751419344,0.17367297649636299,0.15165852662175894,31,0.5806451612903226,0.41935483870967744,0.0
tagged_events,ANAEROBIC,seen_user_activity,mae_120s_bpm,-1.2631292464585981,-2.285600202085535,-0.3095135220612215,0.022908341139554977,29,0.6896551724137931,0.3103448275862069,0.0
tagged_events,ANAEROBIC,seen_user_activity,mae_30s_bpm,-0.12160408041863983,-0.4867358492317971,0.22711781748904591,0.7172092758119106,29,0.5172413793103449,0.4827586206896552,0.0
tagged_events,ANAEROBIC,seen_user_activity,mae_60s_bpm,-0.6252390963764171,-1.3628370487551997,0.06021566964389254,0.22136975452303886,29,0.5172413793103449,0.4827586206896552,0.0
tagged_events,ANAEROBIC,seen_user_activity,trajectory_mae_bpm,-0.637618493941181,-1.207596461834739,-0.10509176922384707,0.06551516801118851,29,0.6551724137931034,0.3448275862068966,0.0
tagged_events,ANAEROBIC,source_user,mae_120s_bpm,0.22471376899620144,-0.45158135758244355,0.937997245213204,0.871207794174552,30,0.5,0.5,0.0
tagged_events,ANAEROBIC,source_user,mae_30s_bpm,0.42131316432429966,0.14547528690404166,0.7277754137796068,0.00577649287879467,30,0.23333333333333334,0.7666666666666667,0.0
tagged_events,ANAEROBIC,source_user,mae_60s_bpm,0.3373903870795888,-0.012328667379767462,0.7008352349202867,0.140283040702343,30,0.43333333333333335,0.5666666666666667,0.0
tagged_events,ANAEROBIC,source_user,trajectory_mae_bpm,0.2757746669018137,-0.06728068926438892,0.6420586520497464,0.3598779272288084,30,0.5,0.5,0.0
