policy,model,raw_point_coverage,raw_mean_width_bpm,origin_level_curve_coverage,conformal_coverage_30s,conformal_width_30s_bpm,conformal_coverage_60s,conformal_width_60s_bpm,conformal_coverage_120s,conformal_width_120s_bpm
tagged_events,pk_ssm,0.9213137940953103,49.72169622842219,0.9305555555555555,0.9226010101010101,51.41808147110997,0.9353893489763055,61.48031698337859,0.9337048016395842,66.98751729963273
tagged_events,tcn,0.9218472612854065,52.27867842736946,0.9451115711985276,0.9155050505050505,43.18802545825709,0.9281671267540833,58.126354369052294,0.9320381349729175,68.60768418661188
evaluation_stride,pk_ssm,0.9543207904927054,41.905719186054476,0.9516339869281045,0.9592592592592591,30.848297426257467,0.9537037037037037,46.13225152432137,0.9474945533769064,57.93574489493104
evaluation_stride,tcn,0.9502433117445389,39.16213433325664,0.9498910675381264,0.9648148148148147,30.853311122543683,0.9629629629629629,46.96189068202419,0.9443355119825708,60.04467988286391
